Filename,Description,FXName,TrackTitle,Duration,Channels,SampleRate,BitDepth,Source,Category,SubCategory,Location,Microphone,RecType,RecMedium,Designer,Composer,Manufacturer,Publisher,Library,CDTitle,URL,BWDescription,BWOriginator,Keywords
SW014_Insects_Fly_Blowfly_Small_Flying_14.wav,"Fly,Bowfly,Small,Fly,Buzz,Pass By to Sputter,Light",Small bowfly buzzing by to light sputtering,Small bowfly buzzing by to light sputtering,00:02.284,2,96000,24,SW014_Insects_Fly_Blowfly_Small_Flying_14.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Bowfly,Small,Fly,Buzz,Pass By to Sputter,Light",Shaping Waves,Insect Fly Bowfly Small Fly Buzz Pass By to Sputter Light
SW014_Insects_Fly_Blowfly_Small_Flying_06.wav,"Fly,Bowfly,Small,Fly,Buzz,Sputter to Calm to Sputter",Small bowfly buzzing and sputtering to calm and sputtering again,Small bowfly buzzing and sputtering to calm and sputtering again,00:01.921,2,96000,24,SW014_Insects_Fly_Blowfly_Small_Flying_06.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Bowfly,Small,Fly,Buzz,Sputter to Calm to Sputter",Shaping Waves,Insect Fly Bowfly Small Fly Buzz Sputter to Calm to Sputter
SW014_Insects_Fly_Blowfly_Small_Flying_11.wav,"Fly,Bowfly,Small,Fly,Buzz,Sputter to Waver",Small bowfly buzzing and sputtering to a wavering tone,Small bowfly buzzing and sputtering to a wavering tone,00:04.988,2,96000,24,SW014_Insects_Fly_Blowfly_Small_Flying_11.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Bowfly,Small,Fly,Buzz,Sputter to Waver",Shaping Waves,Insect Fly Bowfly Small Fly Buzz Sputter to Waver
SW014_Insects_Fly_Blowfly_Small_Flying_08.wav,"Fly,Bowfly,Small,Fly,Buzz,Sputter,Quick",Small bowfly buzzing and sputtering quickly,Small bowfly buzzing and sputtering quickly,00:01.038,2,96000,24,SW014_Insects_Fly_Blowfly_Small_Flying_08.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Bowfly,Small,Fly,Buzz,Sputter,Quick",Shaping Waves,Insect Fly Bowfly Small Fly Buzz Sputter Quick
SW014_Insects_Fly_Blowfly_Small_Flying_10.wav,"Fly,Bowfly,Small,Fly,Buzz,Up to Sputter",Small bowfly buzzing and approaching with a sputter,Small bowfly buzzing and approaching with a sputter,00:03.503,2,96000,24,SW014_Insects_Fly_Blowfly_Small_Flying_10.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Bowfly,Small,Fly,Buzz,Up to Sputter",Shaping Waves,Insect Fly Bowfly Small Fly Buzz Up to Sputter
SW014_Insects_Fly_Housefly_Big_Flying_07.wav,"Fly,Housefly,Big,Fly,Buzz,Quick",Big housefly buzzing quickly,Big housefly buzzing quickly,00:00.511,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_07.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick
SW014_Insects_Fly_Housefly_Big_Flying_12.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Mid Low,Waver",Big housefly buzzing quickly with a mid low tone and wavering,Big housefly buzzing quickly with a mid low tone and wavering,00:00.643,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_12.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Mid Low,Waver",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Mid Low Waver
SW014_Insects_Fly_Housefly_Big_Flying_13.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Mid Low",Big housefly buzzing quickly with a mid low tone,Big housefly buzzing quickly with a mid low tone,00:00.725,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_13.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Mid Low",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Mid Low
SW014_Insects_Fly_Housefly_Big_Flying_19.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Bounce,Hard,1",Big housefly buzzing quickly and bouncing hard,Big housefly buzzing quickly and bouncing hard,00:01.018,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_19.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Bounce,Hard,1",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Bounce Hard 1
SW014_Insects_Fly_Housefly_Big_Flying_20.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Bounce,Hard,2",Big housefly buzzing quickly and bouncing hard,Big housefly buzzing quickly and bouncing hard,00:01.059,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_20.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Bounce,Hard,2",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Bounce Hard 2
SW014_Insects_Fly_Housefly_Big_Flying_24.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Bounce,Quicken",Big housefly buzzing quickly and bouncing then quickening ,Big housefly buzzing quickly and bouncing then quickening ,00:01.551,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_24.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Bounce,Quicken",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Bounce Quicken
SW014_Insects_Fly_Housefly_Big_Flying_03.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Complex",Big housefly buzzing quickly and complex,Big housefly buzzing quickly and complex,00:00.335,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_03.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Complex",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Complex
SW014_Insects_Fly_Housefly_Big_Flying_16.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Constant",Big housefly buzzing quickly and constantly,Big housefly buzzing quickly and constantly,00:00.819,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_16.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Constant",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Constant
SW014_Insects_Fly_Housefly_Big_Flying_06.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Deep,Thick",Big housefly buzzing quickly and deep and thick,Big housefly buzzing quickly and deep and thick,00:00.398,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_06.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Deep,Thick",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Deep Thick
SW014_Insects_Fly_Housefly_Big_Flying_01.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Low",Big housefly buzzing quickly and low,Big housefly buzzing quickly and low,00:00.274,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_01.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Low",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Low
SW014_Insects_Fly_Housefly_Big_Flying_02.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Low High",Big housefly buzzing quickly and low high,Big housefly buzzing quickly and low high,00:00.322,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_02.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Low High",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Low High
SW014_Insects_Fly_Housefly_Big_Flying_05.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Low,Muted","Big housefly buzzing quickly, low and muted","Big housefly buzzing quickly, low and muted",00:00.355,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_05.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Low,Muted",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Low Muted
SW014_Insects_Fly_Housefly_Big_Flying_09.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Nasal to Sharp","Big housefly buzzing quickly, nasal to sharp tone","Big housefly buzzing quickly, nasal to sharp tone",00:00.533,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_09.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Nasal to Sharp",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Nasal to Sharp
SW014_Insects_Fly_Housefly_Big_Flying_11.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip",Big housefly buzzing quickly and skipping,Big housefly buzzing quickly and skipping,00:00.599,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_11.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Skip
SW014_Insects_Fly_Housefly_Big_Flying_21.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip,Low,Complex","Big housefly buzzing quickly and skipping, low and complex","Big housefly buzzing quickly and skipping, low and complex",00:01.150,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_21.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip,Low,Complex",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Skip Low Complex
SW014_Insects_Fly_Housefly_Big_Flying_18.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip and Bounce","Big housefly buzzing quickly, skipping and bouncing","Big housefly buzzing quickly, skipping and bouncing",00:00.926,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_18.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip and Bounce",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Skip and Bounce
SW014_Insects_Fly_Housefly_Big_Flying_17.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip to Sputter","Big housefly buzzing quickly, skip to stuttering","Big housefly buzzing quickly, skip to stuttering",00:00.904,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_17.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip to Sputter",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Skip to Sputter
SW014_Insects_Fly_Housefly_Big_Flying_22.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip to Steady","Big housefly buzzing quickly, skip to steady tone","Big housefly buzzing quickly, skip to steady tone",00:01.314,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_22.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip to Steady",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Skip to Steady
SW014_Insects_Fly_Housefly_Big_Flying_26.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip,Frantic,Fast","Big housefly buzzing quickly, skipping frantically and quick","Big housefly buzzing quickly, skipping frantically and quick",00:02.052,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_26.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip,Frantic,Fast",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Skip Frantic Fast
SW014_Insects_Fly_Housefly_Big_Flying_25.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip,Irregular",Big housefly buzzing quickly and skipping irregularly,Big housefly buzzing quickly and skipping irregularly,00:01.569,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_25.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip,Irregular",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Skip Irregular
SW014_Insects_Fly_Housefly_Big_Flying_23.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip,Tight and Fast",Big housefly buzzing quickly and skipping tightly and quickly,Big housefly buzzing quickly and skipping tightly and quickly,00:01.500,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_23.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Skip,Tight and Fast",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Skip Tight and Fast
SW014_Insects_Fly_Housefly_Big_Flying_14.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Sputter",Big housefly buzzing quickly and sputtering,Big housefly buzzing quickly and sputtering,00:00.743,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_14.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Sputter",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Sputter
SW014_Insects_Fly_Housefly_Big_Flying_04.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Tight,Nasal","Big housefly buzzing quickly, tight with a nasal tone","Big housefly buzzing quickly, tight with a nasal tone",00:00.340,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_04.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Tight,Nasal",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Tight Nasal
SW014_Insects_Fly_Housefly_Big_Flying_15.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Warble",Big housefly buzzing quickly and wavering,Big housefly buzzing quickly and wavering,00:00.744,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_15.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Warble",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Warble
SW014_Insects_Fly_Housefly_Big_Flying_10.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Waver",Big housefly buzzing quickly and wavering,Big housefly buzzing quickly and wavering,00:00.573,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_10.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Waver",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Waver
SW014_Insects_Fly_Housefly_Big_Flying_08.wav,"Fly,Housefly,Big,Fly,Buzz,Quick,Waver,Deep",Big housefly buzzing quickly and wavering deeply,Big housefly buzzing quickly and wavering deeply,00:00.523,2,96000,24,SW014_Insects_Fly_Housefly_Big_Flying_08.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Big,Fly,Buzz,Quick,Waver,Deep",Shaping Waves,Insect Fly Housefly Big Fly Buzz Quick Waver Deep
SW014_Insects_Fly_Housefly_Small_Flying_01.wav,"Fly,Housefly,Small,Fly,Buzz",Small housefly buzzing,Small housefly buzzing,00:00.590,2,192000,24,SW014_Insects_Fly_Housefly_Small_Flying_01.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Small,Fly,Buzz",Shaping Waves,Insect Fly Housefly Small Fly Buzz
SW014_Insects_Fly_Housefly_Small_Flying_02.wav,"Fly,Housefly,Small,Medium Distant,By",Small housefly and passing,Small housefly and passing,00:02.520,2,192000,32,SW014_Insects_Fly_Housefly_Small_Flying_02.wav,Insect,"Fly, Flies",,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Fly,Housefly,Small,Medium Distant,By",Shaping Waves,Insect Fly Housefly Small Medium Distant By
SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_09.wav,"Insect,Sound Design,Buzz,By,Doppler,Fast,Brisk","Sound design insect buzzing by with a doppler pass, fast and brisk","Sound design insect buzzing by with a doppler pass, fast and brisk",00:03.417,2,96000,24,SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_0,Sound Design,Insects,,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Insect,Sound Design,Buzz,By,Doppler,Fast,Brisk",Shaping Waves,Insect Sound Design Buzz By Doppler Fast Brisk
SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_10.wav,"Insect,Sound Design,Buzz,By,Doppler,Fast,Consistent","Sound design insect buzzing by with a doppler pass, fast and consistent","Sound design insect buzzing by with a doppler pass, fast and consistent",00:02.704,2,96000,24,SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_1,Sound Design,Insects,,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Insect,Sound Design,Buzz,By,Doppler,Fast,Consistent",Shaping Waves,Insect Sound Design Buzz By Doppler Fast Consistent
SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_01.wav,"Insect,Sound Design,Buzz,By,Doppler,Fast,Cruise","Sound design insect buzzing by with a doppler pass, fast and cruising by","Sound design insect buzzing by with a doppler pass, fast and cruising by",00:03.387,2,96000,24,SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_0,Sound Design,Insects,,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Insect,Sound Design,Buzz,By,Doppler,Fast,Cruise",Shaping Waves,Insect Sound Design Buzz By Doppler Fast Cruise
SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_15.wav,"Insect,Sound Design,Buzz,By,Doppler,Fast,Double Tone","Sound design insect buzzing by with a doppler pass, fast with a double tone","Sound design insect buzzing by with a doppler pass, fast with a double tone",00:03.876,2,96000,24,SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_1,Sound Design,Insects,,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Insect,Sound Design,Buzz,By,Doppler,Fast,Double Tone",Shaping Waves,Insect Sound Design Buzz By Doppler Fast Double Tone
SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_16.wav,"Insect,Sound Design,Buzz,By,Doppler,Fast,Double Tone,Groan","Sound design insect buzzing by with a doppler pass, fast with a double tone and a groan","Sound design insect buzzing by with a doppler pass, fast with a double tone and a groan",00:02.694,2,96000,24,SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_1,Sound Design,Insects,,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Insect,Sound Design,Buzz,By,Doppler,Fast,Double Tone,Groan",Shaping Waves,Insect Sound Design Buzz By Doppler Fast Double Tone Groan
SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_17.wav,"Insect,Sound Design,Buzz,By,Doppler,Fast,Double Tone,Skip","Sound design insect buzzing by with a doppler pass, fast with a double tone and skipping","Sound design insect buzzing by with a doppler pass, fast with a double tone and skipping",00:03.466,2,96000,24,SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_1,Sound Design,Insects,,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Insect,Sound Design,Buzz,By,Doppler,Fast,Double Tone,Skip",Shaping Waves,Insect Sound Design Buzz By Doppler Fast Double Tone Skip
SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_07.wav,"Insect,Sound Design,Buzz,By,Doppler,Fast,Forceful","Sound design insect buzzing by with a doppler pass, fast and forcefully","Sound design insect buzzing by with a doppler pass, fast and forcefully",00:02.560,2,96000,24,SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_0,Sound Design,Insects,,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Insect,Sound Design,Buzz,By,Doppler,Fast,Forceful",Shaping Waves,Insect Sound Design Buzz By Doppler Fast Forceful
SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_02.wav,"Insect,Sound Design,Buzz,By,Doppler,Fast,Pushy","Sound design insect buzzing by with a doppler pass, fast and pushy","Sound design insect buzzing by with a doppler pass, fast and pushy",00:03.096,2,96000,24,SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_0,Sound Design,Insects,,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Insect,Sound Design,Buzz,By,Doppler,Fast,Pushy",Shaping Waves,Insect Sound Design Buzz By Doppler Fast Pushy
SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_11.wav,"Insect,Sound Design,Buzz,By,Doppler,Fast,Quick Peak","Sound design insect buzzing by with a doppler pass, fast with a quick peak","Sound design insect buzzing by with a doppler pass, fast with a quick peak",00:03.082,2,96000,24,SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_1,Sound Design,Insects,,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Insect,Sound Design,Buzz,By,Doppler,Fast,Quick Peak",Shaping Waves,Insect Sound Design Buzz By Doppler Fast Quick Peak
SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_14.wav,"Insect,Sound Design,Buzz,By,Doppler,Fast,Steady","Sound design insect buzzing by with a doppler pass, fast and steady","Sound design insect buzzing by with a doppler pass, fast and steady",00:02.850,2,96000,24,SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_1,Sound Design,Insects,,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Insect,Sound Design,Buzz,By,Doppler,Fast,Steady",Shaping Waves,Insect Sound Design Buzz By Doppler Fast Steady
SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_08.wav,"Insect,Sound Design,Buzz,By,Doppler,Fast,Strong on By,Stutter","Sound design insect buzzing by with a doppler pass, fast with a strrong surge on by and a stutter","Sound design insect buzzing by with a doppler pass, fast with a strrong surge on by and a stutter",00:04.211,2,96000,24,SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_0,Sound Design,Insects,,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Insect,Sound Design,Buzz,By,Doppler,Fast,Strong on By,Stutter",Shaping Waves,Insect Sound Design Buzz By Doppler Fast Strong on By Stutter
SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_06.wav,"Insect,Sound Design,Buzz,By,Doppler,Fast,Strong Surge,Whip By","Sound design insect buzzing by with a doppler pass, fast with a strong surge and whipping by","Sound design insect buzzing by with a doppler pass, fast with a strong surge and whipping by",00:02.373,2,96000,24,SW014_Insects_Generic_Insect_Designed_Buzz_Doppler_Passby_Fast_0,Sound Design,Insects,,,,,David Kamp,David Kamp,Shaping Waves,Shaping Waves,SW014 - Insects and Swarms,SW014 - Insects and Swarms,http://shapingwaves.com,"Insect,Sound Design,Buzz,By,Doppler,Fast,Strong Surge,Whip By",Shaping Waves,Insect Sound Design Buzz By Doppler Fast Strong Surge Whip By
